"","Station","Expedition","Vessel","TaxGroup","Taxon","original_id","Dev_stage","Sex","Length","Abundance_m3","Abundance_m2","eventID"
"156","F 47-135","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C1","","",6.2439,1873.17,"IYS2022-Franklin-5-47-135-Bongo-1"
"157","F 47-135","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","M","",0.34146,102.438,"IYS2022-Franklin-5-47-135-Bongo-1"
"158","F 47-135","IYS2022","Franklin","copepod","Oithona spp. C3-C5","Oithona atlantica","C4","","",8.58537,2575.611,"IYS2022-Franklin-5-47-135-Bongo-1"
"159","F 47-135","IYS2022","Franklin","chaetognath","Pseudosagitta lyra","Pseudosagitta scrippsae","","","> 10mm",0.04878,14.634,"IYS2022-Franklin-5-47-135-Bongo-1"
"160","F 47-135","IYS2022","Franklin","appendicularian","Fritillaria spp.","Fritillaria spp.","","","< 5mm",3.12195,936.585,"IYS2022-Franklin-5-47-135-Bongo-1"
"161","F 47-135","IYS2022","Franklin","copepod","Microcalanus spp.","Microcalanus pusillus","C5","","",1.56098,468.294,"IYS2022-Franklin-5-47-135-Bongo-1"
"162","F 47-135","IYS2022","Franklin","thaliacea","Doliolidae","Doliopsis spp.","","",">= 5mm < 10mm",0.04878,14.634,"IYS2022-Franklin-5-47-135-Bongo-1"
"163","F 47-135","IYS2022","Franklin","copepod","Acartia danae","Acartia danae","C6","F","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"164","F 47-135","IYS2022","Franklin","thaliacea","Doliolidae","Doliolid spp. (old nurse)","old nurse","","> 10mm",0.04878,14.634,"IYS2022-Franklin-5-47-135-Bongo-1"
"165","F 47-135","IYS2022","Franklin","copepod","Paracalanus parvus","Paracalanus parvus","C6","F","",4.68293,1404.879,"IYS2022-Franklin-5-47-135-Bongo-1"
"166","F 47-135","IYS2022","Franklin","copepod","Aetideidae","Aetideus pacificus","C6","F","",1.56098,468.294,"IYS2022-Franklin-5-47-135-Bongo-1"
"167","F 47-135","IYS2022","Franklin","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C4","","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"168","F 47-135","IYS2022","Franklin","copepod","Mesocalanus tenuicornis","Mesocalanus tenuicornis","C2","","",4.68293,1404.879,"IYS2022-Franklin-5-47-135-Bongo-1"
"169","F 47-135","IYS2022","Franklin","chaetognath","Eukrohnia hamata","Eukrohnia hamata","","",">= 5mm < 10mm",2.29268,687.804,"IYS2022-Franklin-5-47-135-Bongo-1"
"170","F 47-135","IYS2022","Franklin","copepod","Mesocalanus tenuicornis","Mesocalanus tenuicornis","C5","","",3.90244,1170.732,"IYS2022-Franklin-5-47-135-Bongo-1"
"171","F 47-135","IYS2022","Franklin","chaetognath","Eukrohnia hamata","Eukrohnia hamata","","","> 10mm",0.68293,204.879,"IYS2022-Franklin-5-47-135-Bongo-1"
"172","F 47-135","IYS2022","Franklin","copepod","Spinocalanus longicornis","Spinocalanus longicornis","C6","F","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"173","F 47-135","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C5","M","",2.34146,702.438,"IYS2022-Franklin-5-47-135-Bongo-1"
"174","F 47-135","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C1","","",7.80488,2341.464,"IYS2022-Franklin-5-47-135-Bongo-1"
"175","F 47-135","IYS2022","Franklin","copepod","Scolecithricella minor","Scolecithricella minor","C4","","",1.56098,468.294,"IYS2022-Franklin-5-47-135-Bongo-1"
"176","F 47-135","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C3","","",1.56098,468.294,"IYS2022-Franklin-5-47-135-Bongo-1"
"177","F 47-135","IYS2022","Franklin","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C6","F","",1.56098,468.294,"IYS2022-Franklin-5-47-135-Bongo-1"
"178","F 47-135","IYS2022","Franklin","copepod","Ctenocalanus vanus","Ctenocalanus vanus","C5","","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"179","F 47-135","IYS2022","Franklin","cnidarian","Siphonophorae","Praya spp.","nectophore","",">= 5mm < 10mm",0.0122,3.66,"IYS2022-Franklin-5-47-135-Bongo-1"
"180","F 47-135","IYS2022","Franklin","euphausiid","Euphausiidae","Euphausiidae spp.","nauplius","","< 5mm",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"181","F 47-135","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C4","","",2.34146,702.438,"IYS2022-Franklin-5-47-135-Bongo-1"
"182","F 47-135","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C6","F","",0.04878,14.634,"IYS2022-Franklin-5-47-135-Bongo-1"
"183","F 47-135","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C1","","",2.34146,702.438,"IYS2022-Franklin-5-47-135-Bongo-1"
"184","F 47-135","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C6","F","",2.34146,702.438,"IYS2022-Franklin-5-47-135-Bongo-1"
"185","F 47-135","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C5","F","",1.56098,468.294,"IYS2022-Franklin-5-47-135-Bongo-1"
"186","F 47-135","IYS2022","Franklin","copepod","Lucicutia flavicornis","Lucicutia flavicornis","C5","","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"187","F 47-135","IYS2022","Franklin","copepod","Mesocalanus tenuicornis","Mesocalanus tenuicornis","C6","M","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"188","F 47-135","IYS2022","Franklin","ostracod","Ostracoda","Conchoecinae spp.","","","< 5mm",2.34146,702.438,"IYS2022-Franklin-5-47-135-Bongo-1"
"189","F 47-135","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C2","","",2.34146,702.438,"IYS2022-Franklin-5-47-135-Bongo-1"
"190","F 47-135","IYS2022","Franklin","chaetognath","Chaetognatha","Parasagitta elegans","","",">= 5mm < 10mm",0.2439,73.17,"IYS2022-Franklin-5-47-135-Bongo-1"
"191","F 47-135","IYS2022","Franklin","polychaete","Tomopteris spp.","Tomopteris septentrionalis","","",">= 5mm < 10mm",0.19512,58.536,"IYS2022-Franklin-5-47-135-Bongo-1"
"192","F 47-135","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C6","F","",0.14634,43.902,"IYS2022-Franklin-5-47-135-Bongo-1"
"193","F 47-135","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C5","","",0.04878,14.634,"IYS2022-Franklin-5-47-135-Bongo-1"
"194","F 47-135","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C2","","",1.56098,468.294,"IYS2022-Franklin-5-47-135-Bongo-1"
"195","F 47-135","IYS2022","Franklin","amphipod","Themisto pacifica","Themisto pacifica","adult","M","",0.04878,14.634,"IYS2022-Franklin-5-47-135-Bongo-1"
"196","F 47-135","IYS2022","Franklin","copepod","Eucalanus spp. C1-C4","Eucalanus bungii","C4","F","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"197","F 47-135","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia aff lucens","C4","","",1.56098,468.294,"IYS2022-Franklin-5-47-135-Bongo-1"
"198","F 47-135","IYS2022","Franklin","copepod","Spinocalanus longicornis","Spinocalanus longicornis","C5","","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"199","F 47-135","IYS2022","Franklin","copepod","Ctenocalanus vanus","Ctenocalanus vanus","C6","F","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"200","F 47-135","IYS2022","Franklin","cnidarian","Aglantha digitale","Aglantha digitale","","",">= 5mm < 10mm",0.58537,175.611,"IYS2022-Franklin-5-47-135-Bongo-1"
"201","F 47-135","IYS2022","Franklin","copepod","Mesocalanus tenuicornis","Mesocalanus tenuicornis","C6","F","",7.80488,2341.464,"IYS2022-Franklin-5-47-135-Bongo-1"
"202","F 47-135","IYS2022","Franklin","cnidarian","Dimophyes arctica","Dimophyes arctica","eudoxid","","< 5mm",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"203","F 47-135","IYS2022","Franklin","copepod","Metridia aff. lucens C5-C6","Metridia aff lucens","C6","F","",3.90244,1170.732,"IYS2022-Franklin-5-47-135-Bongo-1"
"204","F 47-135","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus newmani","C6","F","",1.56098,468.294,"IYS2022-Franklin-5-47-135-Bongo-1"
"205","F 47-135","IYS2022","Franklin","copepod","Oithona atlantica C6","Oithona atlantica","C6","F","",10.92683,3278.049,"IYS2022-Franklin-5-47-135-Bongo-1"
"206","F 47-135","IYS2022","Franklin","copepod","Harpacticoida","Microsetella norvegica","C6","F","",0.78049,234.147,"IYS2022-Franklin-5-47-135-Bongo-1"
"207","F 47-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C6","F","",0.11096,33.288,"IYS2022-Franklin-5-47-138-Bongo-1"
"208","F 47-138","IYS2022","Franklin","copepod","Lucicutia flavicornis","Lucicutia flavicornis","C5","","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"209","F 47-138","IYS2022","Franklin","chaetognath","Chaetognatha","Chaetognatha spp.","juvenile","","< 5mm",4.88211,1464.633,"IYS2022-Franklin-5-47-138-Bongo-1"
"210","F 47-138","IYS2022","Franklin","copepod","Scolecithricella spp.","Scolecithricella spp.","C4","","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"211","F 47-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C5","F","",0.88766,266.298,"IYS2022-Franklin-5-47-138-Bongo-1"
"212","F 47-138","IYS2022","Franklin","copepod","Gaetanus simplex C5-C6","Gaetanus simplex","C5","","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"213","F 47-138","IYS2022","Franklin","cnidarian","Aglantha digitale","Aglantha digitale","","",">= 5mm < 10mm",1.10957,332.871,"IYS2022-Franklin-5-47-138-Bongo-1"
"214","F 47-138","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","M","",1.10957,332.871,"IYS2022-Franklin-5-47-138-Bongo-1"
"215","F 47-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus newmani","C5","M","",1.77531,532.593,"IYS2022-Franklin-5-47-138-Bongo-1"
"216","F 47-138","IYS2022","Franklin","copepod","Lucicutia flavicornis","Lucicutia flavicornis","C6","F","",0.88766,266.298,"IYS2022-Franklin-5-47-138-Bongo-1"
"217","F 47-138","IYS2022","Franklin","euphausiid","Euphausiidae","Euphausiidae","furcilia","","< 5mm",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"218","F 47-138","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C2","","",8.87656,2662.968,"IYS2022-Franklin-5-47-138-Bongo-1"
"219","F 47-138","IYS2022","Franklin","chaetognath","Chaetognatha","Eukrohnia hamata","juvenile","","< 5mm",1.33148,399.444,"IYS2022-Franklin-5-47-138-Bongo-1"
"220","F 47-138","IYS2022","Franklin","copepod","Heterorhabdus tanneri C4-C6","Heterorhabdus tanneri","C6","F","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"221","F 47-138","IYS2022","Franklin","chaetognath","Pseudosagitta lyra","Pseudosagitta scrippsae","","",">= 5mm < 10mm",0.11096,33.288,"IYS2022-Franklin-5-47-138-Bongo-1"
"222","F 47-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C1","","",1.77531,532.593,"IYS2022-Franklin-5-47-138-Bongo-1"
"223","F 47-138","IYS2022","Franklin","copepod","Oithona atlantica C6","Oithona atlantica","C6","F","",12.42718,3728.154,"IYS2022-Franklin-5-47-138-Bongo-1"
"224","F 47-138","IYS2022","Franklin","copepod","Metridia pacifica C5-C6","Metridia pacifica","C6","F","",0.88766,266.298,"IYS2022-Franklin-5-47-138-Bongo-1"
"225","F 47-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C5","","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"226","F 47-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C6","F","",6.65742,1997.226,"IYS2022-Franklin-5-47-138-Bongo-1"
"227","F 47-138","IYS2022","Franklin","chaetognath","Chaetognatha","Mesosagitta minima","","",">= 5mm < 10mm",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"228","F 47-138","IYS2022","Franklin","copepod","Metridia pacifica C5-C6","Metridia pacifica","C5","F","",1.77531,532.593,"IYS2022-Franklin-5-47-138-Bongo-1"
"229","F 47-138","IYS2022","Franklin","copepod","Paracalanus parvus","Paracalanus parvus","C6","M","",0.88766,266.298,"IYS2022-Franklin-5-47-138-Bongo-1"
"230","F 47-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C3","","",1.77531,532.593,"IYS2022-Franklin-5-47-138-Bongo-1"
"231","F 47-138","IYS2022","Franklin","cnidarian","Dimophyes arctica","Dimophyes arctica","nectophore","",">= 5mm < 10mm",0.11096,33.288,"IYS2022-Franklin-5-47-138-Bongo-1"
"232","F 47-138","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","F","",0.66574,199.722,"IYS2022-Franklin-5-47-138-Bongo-1"
"233","F 47-138","IYS2022","Franklin","chaetognath","Eukrohnia hamata","Eukrohnia hamata","","",">= 5mm < 10mm",3.8835,1165.05,"IYS2022-Franklin-5-47-138-Bongo-1"
"234","F 47-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C2","","",3.1068,932.04,"IYS2022-Franklin-5-47-138-Bongo-1"
"235","F 47-138","IYS2022","Franklin","copepod","Oithona spp. C3-C5","Oithona atlantica","C5","","",5.76976,1730.928,"IYS2022-Franklin-5-47-138-Bongo-1"
"236","F 47-138","IYS2022","Franklin","euphausiid","Euphausiidae","Euphausiidae spp.","calyptopis","","< 5mm",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"237","F 47-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C5","M","",1.77531,532.593,"IYS2022-Franklin-5-47-138-Bongo-1"
"238","F 47-138","IYS2022","Franklin","chaetognath","Pseudosagitta lyra","Pseudosagitta scrippsae","","","> 10mm",0.33287,99.861,"IYS2022-Franklin-5-47-138-Bongo-1"
"239","F 47-138","IYS2022","Franklin","amphipod","Themisto pacifica","Themisto pacifica","juvenile","","< 5mm",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"240","F 47-138","IYS2022","Franklin","ostracod","Ostracoda","Conchoecinae spp.","","","< 5mm",3.99445,1198.335,"IYS2022-Franklin-5-47-138-Bongo-1"
"241","F 47-138","IYS2022","Franklin","copepod","Clausocalanus spp.","Clausocalanus pergens","C6","F","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"242","F 47-138","IYS2022","Franklin","amphipod","Phronima sedentaria","Phronima sedentaria","adult","F","",0.01387,4.161,"IYS2022-Franklin-5-47-138-Bongo-1"
"243","F 47-138","IYS2022","Franklin","chaetognath","Eukrohnia hamata","Eukrohnia hamata","","","> 10mm",0.22191,66.573,"IYS2022-Franklin-5-47-138-Bongo-1"
"244","F 47-138","IYS2022","Franklin","polychaete","Tomopteris spp.","Tomopteris septentrionalis","","",">= 5mm < 10mm",0.33287,99.861,"IYS2022-Franklin-5-47-138-Bongo-1"
"245","F 47-138","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C4","","",4.88211,1464.633,"IYS2022-Franklin-5-47-138-Bongo-1"
"246","F 47-138","IYS2022","Franklin","euphausiid","Euphausia pacifica","Euphausia pacifica","adult","F","",0.01387,4.161,"IYS2022-Franklin-5-47-138-Bongo-1"
"247","F 47-138","IYS2022","Franklin","copepod","Spinocalanus longicornis","Spinocalanus longicornis","C5","","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"248","F 47-138","IYS2022","Franklin","copepod","Scolecithricella minor","Scolecithricella minor","C4","","",1.33148,399.444,"IYS2022-Franklin-5-47-138-Bongo-1"
"249","F 47-138","IYS2022","Franklin","chaetognath","Chaetognatha","Chaetognatha spp.","juvenile","",">= 5mm < 10mm",0.33287,99.861,"IYS2022-Franklin-5-47-138-Bongo-1"
"250","F 47-138","IYS2022","Franklin","copepod","Ctenocalanus vanus","Ctenocalanus vanus","C5","","",3.1068,932.04,"IYS2022-Franklin-5-47-138-Bongo-1"
"251","F 47-138","IYS2022","Franklin","copepod","Metridia aff. lucens C5-C6","Metridia aff lucens","C5","","",3.99445,1198.335,"IYS2022-Franklin-5-47-138-Bongo-1"
"252","F 47-138","IYS2022","Franklin","appendicularian","Fritillaria spp.","Fritillaria pellucida","","","< 5mm",4.43828,1331.484,"IYS2022-Franklin-5-47-138-Bongo-1"
"253","F 47-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus newmani","C5","F","",5.76976,1730.928,"IYS2022-Franklin-5-47-138-Bongo-1"
"254","F 47-138","IYS2022","Franklin","copepod","Oithona spp. C3-C5","Oithona similis","C5","","",0.88766,266.298,"IYS2022-Franklin-5-47-138-Bongo-1"
"255","F 47-138","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C4","","",0.88766,266.298,"IYS2022-Franklin-5-47-138-Bongo-1"
"256","F 47-138","IYS2022","Franklin","chaetognath","Chaetognatha","Parasagitta elegans","","",">= 5mm < 10mm",0.33287,99.861,"IYS2022-Franklin-5-47-138-Bongo-1"
"257","F 47-138","IYS2022","Franklin","euphausiid","Euphausiidae","Euphausiidae","furcilia","","< 5mm",0.02774,8.322,"IYS2022-Franklin-5-47-138-Bongo-1"
"258","F 47-138","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C3","","",7.9889,2396.67,"IYS2022-Franklin-5-47-138-Bongo-1"
"259","F 47-138","IYS2022","Franklin","euphausiid","Thysanoessa inspinata","Thysanoessa inspinata","juvenile","",">= 5mm < 10mm",1.10957,332.871,"IYS2022-Franklin-5-47-138-Bongo-1"
"260","F 47-138","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C6","F","",0.33287,99.861,"IYS2022-Franklin-5-47-138-Bongo-1"
"261","F 47-138","IYS2022","Franklin","copepod","Scolecithricella minor","Scolecithricella minor","C6","F","",2.21914,665.742,"IYS2022-Franklin-5-47-138-Bongo-1"
"262","F 47-138","IYS2022","Franklin","copepod","Paraeuchaeta elongata C4-C6","Paraeuchaeta elongata","C5","M","",0.11096,33.288,"IYS2022-Franklin-5-47-138-Bongo-1"
"263","F 47-138","IYS2022","Franklin","fish","Fish","Sebastes spp.","flexion","",">= 5mm < 10mm",0.01387,4.161,"IYS2022-Franklin-5-47-138-Bongo-1"
"264","F 47-138","IYS2022","Franklin","copepod","Clausocalanus spp.","Clausocalanus parapergens","C6","F","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"265","F 47-138","IYS2022","Franklin","chaetognath","Chaetognatha","Parasagitta elegans","","","> 10mm",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"266","F 47-138","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C1","","",1.77531,532.593,"IYS2022-Franklin-5-47-138-Bongo-1"
"267","F 47-138","IYS2022","Franklin","copepod","Metridia aff. lucens C5-C6","Metridia aff lucens","C6","F","",2.66297,798.891,"IYS2022-Franklin-5-47-138-Bongo-1"
"268","F 47-138","IYS2022","Franklin","copepod","Eucalanus spp. C1-C4","Eucalanus bungii","C4","F","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"269","F 47-138","IYS2022","Franklin","copepod","Mesocalanus tenuicornis","Mesocalanus tenuicornis","C6","M","",1.77531,532.593,"IYS2022-Franklin-5-47-138-Bongo-1"
"270","F 47-138","IYS2022","Franklin","copepod","Eucalanus spp. C1-C4","Eucalanus bungii","C4","M","",0.22191,66.573,"IYS2022-Franklin-5-47-138-Bongo-1"
"271","F 47-138","IYS2022","Franklin","copepod","Clausocalanus spp.","Clausocalanus parapergens","C5","","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"272","F 47-138","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C2","","",3.1068,932.04,"IYS2022-Franklin-5-47-138-Bongo-1"
"273","F 47-138","IYS2022","Franklin","copepod","Mesocalanus tenuicornis","Mesocalanus tenuicornis","C3","","",2.21914,665.742,"IYS2022-Franklin-5-47-138-Bongo-1"
"274","F 47-138","IYS2022","Franklin","fish","Fish","Stenobrachius leucopsarus","flexion","",">= 5mm < 10mm",0.01387,4.161,"IYS2022-Franklin-5-47-138-Bongo-1"
"275","F 47-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus newmani","C6","M","",2.21914,665.742,"IYS2022-Franklin-5-47-138-Bongo-1"
"276","F 47-138","IYS2022","Franklin","copepod","Pleuromamma spp. C1-C4","Pleuromamma spp.","C4","","",0.88766,266.298,"IYS2022-Franklin-5-47-138-Bongo-1"
"277","F 47-138","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C5","","",0.22191,66.573,"IYS2022-Franklin-5-47-138-Bongo-1"
"278","F 47-138","IYS2022","Franklin","copepod","Oithona spp. C3-C5","Oithona atlantica","C4","","",1.33148,399.444,"IYS2022-Franklin-5-47-138-Bongo-1"
"279","F 47-138","IYS2022","Franklin","copepod","Ctenocalanus vanus","Ctenocalanus vanus","C6","F","",3.1068,932.04,"IYS2022-Franklin-5-47-138-Bongo-1"
"280","F 47-138","IYS2022","Franklin","cnidarian","Dimophyes arctica","Dimophyes arctica","nectophore","","< 5mm",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"281","F 47-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus newmani","C6","F","",16.42164,4926.492,"IYS2022-Franklin-5-47-138-Bongo-1"
"282","F 47-138","IYS2022","Franklin","copepod","Mesocalanus tenuicornis","Mesocalanus tenuicornis","C5","","",1.33148,399.444,"IYS2022-Franklin-5-47-138-Bongo-1"
"283","F 47-138","IYS2022","Franklin","copepod","Clausocalanus spp.","Clausocalanus pergens","C5","","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
"284","F 47-138","IYS2022","Franklin","copepod","Oithona similis C6","Oithona similis","C6","F","",0.44383,133.149,"IYS2022-Franklin-5-47-138-Bongo-1"
